Limit,Max Revenue,Optimal Revenue
0.6782402920911937,12.192191918918262,21.190996093830286
0.0027701050583758932,5.378149718555335,8.956159048774808
0.8325190832398671,1.5969238748920471,16.245308450095678
0.955367780871722,9.262863137531017,18.0674260930284
0.01120423400656545,8.60249183467689,13.300049365840081
0.17059259786763067,2.6039597975721294,4.110496753963382
0.6659793595296805,3.365411273036826,7.69701178068492
0.18471875862132284,3.054872904120664,2.641295796955673
0.11801275015648613,4.483909704095566,6.516324246280233
0.7473348380905683,0.9298198069520205,12.134069533805826
0.6184363913564975,8.145836087219527,11.561923793871399
0.06425000068289885,8.831405268720651,15.141500191898325
0.8323615412742688,9.077334827406794,12.058209323541575
1.1396016226317185,0.8817522423900204,15.195108774039852
0.1903604043014901,8.08092184173401,8.855226613583328
0.2197601583064913,8.923856200318403,12.750386033785121
0.0568118087835999,2.3208796571349297,2.6019060160123573
0.08335206483238729,5.496770137285431,13.68031035990663
0.8965219027634826,2.0207108378159244,7.75390398655
0.015885266374192585,4.730739542029604,7.857761642249553
1.1629043131523236,5.297420504137532,7.933911061711022
0.1621904762420729,6.826636887601951,6.491621888721063
0.24519688874738343,6.795421171674254,12.850327813208521
0.5254614060827488,7.900742117030124,12.234095647438446
0.1689540079412238,7.616332747053324,12.093604261904817
0.7184406772992811,8.61760582490928,10.341935580612795
0.0905286377756862,4.1019872918690865,5.355409309376546
0.04107051239460095,6.878025949016779,15.537904225465505
0.10497354838408865,3.2162851859404213,12.273528552793898
0.14427890838029306,7.033840370374968,11.935441122042059
0.9717354635759732,3.7359847326008753,4.9246716394132966
0.2977912009616896,9.075125789566558,10.752978455466497
0.0254482031284601,2.8730719057261975,4.287698480907777
0.10872661298368906,5.67622726607087,12.611060552164004
0.16748217361408826,7.990744550964827,13.516250390896005
0.008823350705359534,6.823799568265642,7.701212865272124
0.7697846915065926,8.288514790362237,11.406876710984491
0.8203524582979368,11.712848036148781,17.71451381715803
0.27192492174259525,5.996151928826461,9.312416165499874
0.3954224861636755,7.591614908592134,11.184972115659686
0.05974245231444372,2.6389333571325606,3.507816388487038
0.07826539766614728,3.1500496962957394,2.9857664527976633
0.853179017939778,1.7067174886025214,1.9045531580853527
0.7287335299089496,4.966430914654849,10.438130557359719
0.47647833590497674,6.749174583075348,9.78313674575222
0.9465650265421661,6.606274779683918,12.287535049013979
0.9014975656139852,6.4131521474984226,9.973011102960093
0.06995799345373381,1.4550830431183166,4.862173485418576
0.23220929353313133,3.43029113493719,6.312666172148142
0.44814274258439324,8.435230634495689,11.283240828765958
0.17118461658677092,5.953488263318384,6.409011807750291
0.22387039200002729,3.262352931897742,5.9404398588491
0.5701766888785147,2.2782793120405764,2.1644169783237603
0.9587935729205568,7.911770457034109,20.709903805082664
0.6170659718838338,8.687423537792704,13.593576409956164
0.14083561228745145,6.079199282114278,14.565108078242382
0.018691458631804013,5.198182491779843,6.539576408709031
0.005909805508206877,6.480339919831209,11.064633103435733
0.20728091565656706,3.6183221379878314,9.291044460524152
0.34170393306066826,11.988188495474752,14.428376071528863
0.3928546877613492,9.025369040379818,11.040462064665983
0.8916994648294845,8.998413261467586,13.538247584485996
0.4291457758214394,3.8491720933449853,4.648174723493342
1.02730158063773,7.323303970275731,10.267501560434996
0.7635115488062247,7.492102869058031,7.6550149521907285
0.28490701553040654,4.758499354736084,5.452783189769063
0.17514943574426142,3.6433384512147096,3.6950458631792595
0.019769835880749032,4.602058509398285,6.866081936203422
0.5226243921059756,9.348974546279031,14.60847072216246
0.5610907488069375,7.734160132267928,8.847423857191021
0.2550672274574171,5.663959665529478,6.162791472858231
0.4034218777292194,7.648650062480018,9.811456695104917
0.6214029584514077,7.0538510658998606,8.961801230357409
0.018034576616190366,9.949046236377662,15.278194573299007
0.8181741518255756,7.588796472226429,9.431272469025746
0.4756367352784383,6.983846206794279,10.902136236842692
0.44625991748692684,8.864674789666008,14.102799319787898
0.345965571884232,6.319386420865489,10.83105536573343
1.0874432605677637,5.095938413069623,11.654481541630302
0.9026544226251133,5.094105051160393,11.949746027998358
0.3590492576128471,5.535403084339775,6.88516135920296
0.726530652235639,2.511085226943059,11.933110259100289
0.37166237490180026,4.727876267785153,7.384783036802768
0.7495117616660233,4.806983053763523,15.422452243970703
0.5925701144720942,9.810633418320263,17.77874003889693
0.047256450974647854,10.640229019578877,18.207751022609184
0.46351303805602756,9.18610396548767,15.61853942350105
0.2867498060168124,6.835391425019102,16.392637616636613
0.08469880729451669,9.40785491661158,17.87884074453035
1.002202103630707,3.573599796581191,7.965466545164807
0.6373367941999302,6.19031917614127,13.351509708394985
0.7198731981088388,3.296770589050128,14.274976938147208
0.09527827377421132,5.8895251653518095,8.234098471653898
0.5732770579925127,8.860663537745067,16.07280004226198
0.050963175851596085,2.7450840317584655,12.05320397370643
0.3606720898018856,8.075096119109856,10.362110859347666
0.9949479252413902,4.102443779580984,10.52133637121726
1.0433792774415453,4.370564170201708,7.755818523435044
1.074117969117874,6.545338420865431,7.535033227698337
0.1727522161885477,5.301655146081772,5.145191535634955
0.19895209788364226,4.017021897143351,9.455122990084405
0.42894105010535766,6.483527449399064,7.5332884969791785
0.01478251903635188,6.090908825390583,7.8365088426378735
0.1364584053840081,8.81294612630387,13.649647687505041
0.029352955733190633,7.202741319114182,11.726997101739602
0.27045098456889505,5.7873667443115435,8.00213936021618
0.11157134134807024,5.104110074810503,7.83630662616972
0.924828640408575,8.397824938527712,15.091931218191693
0.02000530246813037,3.8539578244041097,5.712477055087344
0.8887150019112983,12.44770962646268,29.292453959293947
0.05042522612517266,3.1339000791807785,3.945224832968569
0.17932151742172464,4.971225368257205,5.869583809081313
0.31258757159261374,9.18873472365798,10.145288465517005
0.20946637138120194,7.595501786106606,9.203444450247389
0.9170981841091675,3.5199196962202883,13.301705695838358
